2020-10-19T21:41:58.501635+00:00,app[web.1]:,AB_TESTING:,B,1603143718593,0,0,amrsseub
2020-10-19T21:42:00.448505+00:00,app[web.1]:,AB_TESTING:,B,1603143718593,1603143720598,mp4,amrsseub
2020-10-19T21:42:00.599452+00:00,app[web.1]:,AB_TESTING:,B,1603143718593,1603143720751,mp4,amrsseub
2020-10-19T21:42:00.778259+00:00,app[web.1]:,AB_TESTING:,B,1603143718593,1603143720933,mp4,amrsseub
2020-10-19T21:42:00.931617+00:00,app[web.1]:,AB_TESTING:,B,1603143718593,1603143721086,mp4,amrsseub
2020-10-19T21:42:01.084625+00:00,app[web.1]:,AB_TESTING:,B,1603143718593,1603143721246,mp4,amrsseub
2020-10-19T21:42:01.210124+00:00,app[web.1]:,AB_TESTING:,B,1603143718593,1603143721364,mp4,amrsseub
2020-10-19T21:42:01.430631+00:00,app[web.1]:,AB_TESTING:,B,1603143718593,1603143721582,mp4,amrsseub
2020-10-19T21:42:02.257153+00:00,app[web.1]:,AB_TESTING:,C,1603143722412,0,0,amrsseub
2020-10-19T21:43:37.285994+00:00,app[web.1]:,AB_TESTING:,A,1603143817240,0,0,jqsivax
2020-10-19T21:43:57.265068+00:00,app[web.1]:,AB_TESTING:,B,1603143837129,0,0,actkbzef
2020-10-19T21:44:42.804380+00:00,app[web.1]:,AB_TESTING:,B,1603143837129,1603143882732,mp1,actkbzef
2020-10-19T21:44:43.763546+00:00,app[web.1]:,AB_TESTING:,B,1603143837129,1603143883673,mp1,actkbzef
2020-10-19T21:44:45.136515+00:00,app[web.1]:,AB_TESTING:,B,1603143837129,1603143885065,mp2,actkbzef
2020-10-19T21:44:45.475807+00:00,app[web.1]:,AB_TESTING:,B,1603143837129,1603143885390,mp2,actkbzef
2020-10-19T21:44:47.637281+00:00,app[web.1]:,AB_TESTING:,B,1603143837129,1603143887554,mp4,actkbzef
2020-10-19T21:44:48.754774+00:00,app[web.1]:,AB_TESTING:,C,1603143888682,0,0,actkbzef
2020-10-19T21:44:49.857953+00:00,app[web.1]:,AB_TESTING:,B,1603143889777,0,0,actkbzef
2020-10-19T21:44:51.782346+00:00,app[web.1]:,AB_TESTING:,B,1603143889777,1603143891706,mp4,actkbzef
2020-10-19T21:44:52.029579+00:00,app[web.1]:,AB_TESTING:,B,1603143889777,1603143891934,mp4,actkbzef
2020-10-19T21:44:52.253049+00:00,app[web.1]:,AB_TESTING:,B,1603143889777,1603143892136,mp4,actkbzef
2020-10-19T21:44:53.027795+00:00,app[web.1]:,AB_TESTING:,C,1603143892897,0,0,actkbzef
2020-10-19T21:45:20.620627+00:00,app[web.1]:,AB_TESTING:,A,1603143919468,0,0,dyzhsf
2020-10-19T21:45:22.067955+00:00,app[web.1]:,AB_TESTING:,A,1603143919468,1603143920941,mp1,dyzhsf
2020-10-19T21:45:22.252290+00:00,app[web.1]:,AB_TESTING:,A,1603143919468,1603143921115,mp1,dyzhsf
2020-10-19T21:45:22.904854+00:00,app[web.1]:,AB_TESTING:,A,1603143919468,1603143921765,mp2,dyzhsf
2020-10-19T21:45:23.090658+00:00,app[web.1]:,AB_TESTING:,A,1603143919468,1603143921925,mp2,dyzhsf
2020-10-19T21:45:26.155806+00:00,app[web.1]:,AB_TESTING:,A,1603143919468,1603143925013,mp3,dyzhsf
2020-10-19T21:45:26.335989+00:00,app[web.1]:,AB_TESTING:,A,1603143919468,1603143925198,mp3,dyzhsf
2020-10-19T21:45:27.344386+00:00,app[web.1]:,AB_TESTING:,A,1603143919468,1603143926221,mp4,dyzhsf
2020-10-19T21:45:27.527745+00:00,app[web.1]:,AB_TESTING:,A,1603143919468,1603143926406,mp4,dyzhsf
2020-10-19T21:45:31.007243+00:00,app[web.1]:,AB_TESTING:,C,1603143929870,0,0,dyzhsf
2020-10-19T21:46:45.118633+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,0,0,owxrnoo
2020-10-19T21:46:53.832485+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144013374,mp1,owxrnoo
2020-10-19T21:46:56.631155+00:00,app[web.1]:,AB_TESTING:,B,1603144016626,0,0,lxdvtoof
2020-10-19T21:46:57.598849+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144017143,mp1,owxrnoo
2020-10-19T21:46:57.742355+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144017287,mp1,owxrnoo
2020-10-19T21:46:57.887916+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144017432,mp1,owxrnoo
2020-10-19T21:46:58.033413+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144017576,mp1,owxrnoo
2020-10-19T21:46:58.189915+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144017728,mp1,owxrnoo
2020-10-19T21:46:58.328341+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144017872,mp1,owxrnoo
2020-10-19T21:46:58.497198+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144018040,mp1,owxrnoo
2020-10-19T21:46:58.679002+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144018223,mp1,owxrnoo
2020-10-19T21:46:58.872290+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144018417,mp1,owxrnoo
2020-10-19T21:46:59.537361+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144019082,mp1,owxrnoo
2020-10-19T21:46:59.714306+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144019257,mp1,owxrnoo
2020-10-19T21:46:59.892594+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144019436,mp1,owxrnoo
2020-10-19T21:47:00.374716+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144019917,mp1,owxrnoo
2020-10-19T21:47:00.568504+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144020108,mp1,owxrnoo
2020-10-19T21:47:00.763714+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144020308,mp1,owxrnoo
2020-10-19T21:47:01.154406+00:00,app[web.1]:,AB_TESTING:,B,1603144004658,1603144020693,mp1,owxrnoo
2020-10-19T21:47:01.578557+00:00,app[web.1]:,AB_TESTING:,B,1603144016626,1603144021580,mp1,lxdvtoof
2020-10-19T21:47:02.275175+00:00,app[web.1]:,AB_TESTING:,B,1603144016626,1603144022280,mp1,lxdvtoof
2020-10-19T21:47:03.721564+00:00,app[web.1]:,AB_TESTING:,C,1603144023256,0,0,owxrnoo
2020-10-19T21:47:04.716118+00:00,app[web.1]:,AB_TESTING:,B,1603144016626,1603144024717,mp2,lxdvtoof
